Year,Team,Coach,Gender,Wins,Losses,Ties
1926,District of Columbia,,Men,,,
1926,Girard College,,Men,,,
1927,Iowa,"Armbruster, David A.",Men,0,6,
1927,Brown,"Barry, E. Leo",Men,,,
1927,Swarthmore,"Bernard, William E",Men,1,6,
1927,Stanford,"Brandsten, Ernie",Men,4,0,
1927,Michigan State,"Brown, W. Sterry",Men,,,
1927,Southern California,"Cady, Fred",Men,,,
1927,Tulane,"Damonte, Lowell",Men,,,
1927,Georgia,"Jones, C.W.",Men,,,
1927,Columbia,"Kennedy, Ed",Men,,,
1927,Yale,"Kiputh, Robert",Men,13,0,
1927,Purdue,"LaBree, L. W.",Men,,,
1927,Illinois,"Manley, Edward",Men,,,
1927,Michigan,"Mann, Matt",Men,5,0,
1927,Wesleyan,"McCurdy, Hugh",Men,4,4,
1927,Wooster,"Munson, Carl B.",Men,3,2,
1927,Army,"Nill, Joseph",Men,,,
1927,Navy,"Ortland, Jr., Henry",Men,7,3,
1927,Rutgers,"Reilly, James H. Sr.",Men,,,
1927,Northwestern,"Robinson, Tom H.",Men,,,
1927,Rochester,"Speegle, Roman L",Men,,,
1927,Wisconsin,"Steinauer, Joe C.",Men,4,2,
1927,Johns Hopkins,"Stone, Captain",Men,0,5,
1927,Princeton,"Sullivan, Frank",Men,5,3,
1927,Indiana,"Thompson, Paul",Men,7,5,
1927,Minnesota,"Thorpe, Neils",Men,9,1,0
1927,Washington & Lee,"Twombly, E. B.",Men,1,1,
1927,Grinnell,,Men,,,
1927,MIT,,Men,,,
1927,Clemson,,Men,NO TEAM,,
1927,Springfield,,Men,,,
1927,Georgia Tech,,Men,2,2,
1927,Tennessee,,Men,,,
1927,Virginia,,Men,2,0,0
1927,Texas A&M,,Men,,,
1927,Amherst,,Men,,,
1927,California,,Men,,,
1927,Florida,,Men,,,
1927,Williams,,Men,,,
1927,Auburn,,Men,,,
1927,Harvard,,Men,,,
1927,Hamline,,Men,,,
1927,Lehigh,,Men,,,
1927,Kansas,,Men,,,
1927,Iowa State,,Men,,,
1927,Kentucky,,Men,,,
1927,Case Western,,Men,,,
1927,Chicago,,Men,,,
1927,Cincinnati,,Men,,,
1927,DePauw,,Men,,,
1927,Duke,,Men,1,2,
1927,Washington,,Men,,,
1927,Stevens Institute,,Men,,,
1927,Syracuse,,Men,,,
1927,Union (NY),,Men,,,
1927,WPI,,Men,,,
1927,Ohio State,,Men,,,
1927,Pittsburgh,,Men,,,
1927,Ohio Wesleyan,,Men,,,
1927,Penn,,Men,,,
1927,Missouri,,Men,,,
1927,Oregon,,Men,,,
1927,Baltimore City College,,Men,,,
1927,Baltimore Polytechnic Institute,,Men,,,
1927,City College of New York,,Men,,,
1927,District of Columbia,,Men,,,
1927,Girard College,,Men,,,
1928,Iowa,"Armbruster, David A.",Men,2,3,
1928,Brown,"Barry, E. Leo",Men,,,
1928,Stanford,"Brandsten, Ernie",Men,2,2,
1928,Michigan State,"Brown, W. Sterry",Men,,,
1928,Southern California,"Cady, Fred",Men,,,
1928,Cornell,"Craigle, Stanton",Men,1,4,0
1928,Tulane,"Damonte, Lowell",Men,,,
1928,Georgia Tech,Gray,Men,7,2,
1928,Brown,"Higgins, Mrs. Rogers",Women,,,
1928,Clemson,"Holtzendorff, P.B.",Men,0,3,
1928,Georgia,"Jones, C.W.",Men,2,1,
1928,Columbia,"Kennedy, Ed",Men,,,
1928,Yale,"Kiputh, Robert",Men,14,0,
1928,Purdue,"LaBree, L. W.",Men,,,
1928,Swarthmore,"Lanning, Elizabeth",Women,2,1,
1928,Illinois,"Manley, Edward",Men,,,
1928,Michigan,"Mann, Matt",Men,11,3,
1928,Wesleyan,"McCurdy, Hugh",Men,3,5,
1928,Wooster,"Munson, Carl B.",Men,4,5,
1928,Army,"Nill, Joseph",Men,,,
1928,Navy,"Ortland, Jr., Henry",Men,5,2,
1928,Rutgers,"Reilly, James H. Sr.",Men,,,
1928,Northwestern,"Robinson, Tom H.",Men,,,
1928,Rochester,"Speegle, Roman L",Men,,,
1928,Wisconsin,"Steinauer, Joe C.",Men,1,5,
1928,Princeton,"Sullivan, Frank",Men,4,4,
1928,Indiana,"Thompson, Paul",Men,4,7,
1928,Minnesota,"Thorpe, Neils",Men,6,2,0
1928,Washington & Lee,"Twombly, E. B.",Men,2,1,
1928,Grinnell,,Men,,,
1928,MIT,,Men,,,
1928,Springfield,,Men,,,
1928,Tennessee,,Men,,,
1928,Virginia,,Men,2,2,0
1928,Texas A&M,,Men,2,0,
1928,Amherst,,Men,,,
1928,California,,Men,,,
1928,Johns Hopkins,,Men,,,
1928,Florida,,Men,,,
1928,Williams,,Men,,,
1928,Auburn,,Men,,,
1928,Harvard,,Men,,,
1928,Hamline,,Men,,,
1928,Lehigh,,Men,,,
1928,Kansas,,Men,,,
1928,Iowa State,,Men,,,
1928,Kentucky,,Men,,,
1928,Case Western,,Men,,,
1928,Chicago,,Men,,,
1928,Cincinnati,,Men,,,
1928,DePauw,,Men,,,
1928,Duke,,Men,2,2,
1928,Washington,,Men,,,
1928,Stevens Institute,,Men,,,
1928,Swarthmore,,Men,,,
1928,Syracuse,,Men,,,
1928,Union (NY),,Men,,,
1928,WPI,,Men,,,
1928,Ohio State,,Men,,,
1928,Pittsburgh,,Men,,,
1928,Ohio Wesleyan,,Men,,,
1928,Penn,,Men,,,
1928,Missouri,,Men,,,
1928,Oregon,,Men,,,
1928,Baltimore City College,,Men,,,
1928,Baltimore Polytechnic Institute,,Men,,,
1928,City College of New York,,Men,,,
1928,District of Columbia,,Men,,,
1928,Girard College,,Men,,,
1929,Iowa,"Armbruster, David A.",Men,4,2,
1929,Brown,"Barry, E. Leo",Men,,,
1929,Stanford,"Brandsten, Ernie",Men,5,1,
1929,Southern California,"Cady, Fred",Men,,,
1929,Tulane,"Damonte, Lowell",Men,,,
1929,Franklin & Marshall,"Dochat, George",Men,1,5,
1929,Brown,"Higgins, Mrs. Rogers",Women,,,
1929,Michigan State,"Hoercher, Frank",Men,,,
1929,Clemson,"Holtzendorff, P.B.",Men,0,2,
1929,Georgia,"Jones, C.W.",Men,3,0,
1929,Columbia,"Kennedy, Ed",Men,,,
1929,Yale,"Kiputh, Robert",Men,12,0,
1929,Purdue,"LaBree, L. W.",Men,,,
1929,Swarthmore,"Lanning, Elizabeth",Women,2,2,
1929,Illinois,"Manley, Edward",Men,,,
1929,Michigan,"Mann, Matt",Men,6,1,
1929,Wesleyan,"McCurdy, Hugh",Men,3,7,
1929,Bowdoin,"Miller, Robert B.",Men,1,3,
1929,Wooster,"Munson, Carl B.",Men,2,1,
1929,Army,"Nill, Joseph",Men,,,
1929,Navy,"Ortland, Jr., Henry",Men,4,5,
1929,Rutgers,"Reilly, James H. Sr.",Men,,,
1929,Northwestern,"Robinson, Tom H.",Men,,,
1929,Rochester,"Speegle, Roman L",Men,,,
1929,Wisconsin,"Steinauer, Joe C.",Men,2,4,
1929,Princeton,"Stepp, Howard",Men,5,4,
1929,Indiana,"Thompson, Paul",Men,5,5,
1929,Minnesota,"Thorpe, Neils",Men,6,4,0
1929,Washington & Lee,"Twombly, E. B.",Men,4,1,
1929,Nebraska,"Vogler, Rudolf",Men,0,2,
1929,Cornell,"Wyvell, Matt",Men,0,4,0
1929,Grinnell,,Men,,,
1929,MIT,,Men,,,
1929,Springfield,,Men,,,
1929,Georgia Tech,,Men,7,2,
1929,Tennessee,,Men,,,
1929,Virginia,,Men,3,1,1
1929,Texas A&M,,Men,1,0,
1929,Amherst,,Men,,,
1929,California,,Men,,,
1929,Johns Hopkins,,Men,,,
1929,Florida,,Men,,,
1929,Williams,,Men,,,
1929,Auburn,,Men,,,
1929,Harvard,,Men,,,
1929,Hamline,,Men,,,
1929,Lehigh,,Men,,,
1929,Kansas,,Men,,,
1929,Iowa State,,Men,,,
1929,Kentucky,,Men,,,
1929,Case Western,,Men,,,
1929,Chicago,,Men,,,
1929,Cincinnati,,Men,,,
1929,DePauw,,Men,,,
1929,Duke,,Men,0,4,
1929,Washington,,Men,,,
1929,Stevens Institute,,Men,,,
1929,Swarthmore,,Men,,,
1929,Syracuse,,Men,,,
1929,Union (NY),,Men,,,
1929,WPI,,Men,,,
1929,Ohio State,,Men,,,
1929,Pittsburgh,,Men,,,
1929,Ohio Wesleyan,,Men,,,
1929,Penn,,Men,,,
1929,Missouri,,Men,,,
1929,Oklahoma,,Men,,,
1929,Oregon,,Men,,,
1929,Temple,,Women,,,
1929,Baltimore City College,,Men,,,
1929,Baltimore Polytechnic Institute,,Men,,,
1929,City College of New York,,Men,,,
1929,District of Columbia,,Men,,,
1929,Girard College,,Men,,,
1930,Iowa,"Armbruster, David A.",Men,3,0,
1930,Brown,"Atherton, May",Women,,,
1930,Brown,"Barry, E. Leo",Men,,,
1930,Stanford,"Brandsten, Ernie",Men,5,1,
1930,Southern California,"Cady, Fred",Men,,,
1930,Tulane,"Damonte, Lowell",Men,,,
1930,Michigan State,"Daubert, Robert",Men,,,
1930,Georgia Tech,Eaton,Men,6,1,
1930,Franklin & Marshall,"Evans, Jack J",Men,,,
1930,Florida,"Genovar, Frank",Men,1,0,
1930,Clemson,"Holtzendorff, P.B.",Men,0,2,
1930,Georgia,"Jones, C.W.",Men,0,2,
1930,Columbia,"Kennedy, Ed",Men,,,
1930,Yale,"Kiputh, Robert",Men,14,0,
1930,Purdue,"LaBree, L. W.",Men,,,
1930,Swarthmore,"Lanning, Elizabeth",Women,3,1,
1930,Illinois,"Manley, Edward",Men,,,
1930,Michigan,"Mann, Matt",Men,9,0,
1930,Wesleyan,"McCurdy, Hugh",Men,3,5,
1930,Bowdoin,"Miller, Robert B.",Men,0,6,
1930,Wooster,"Munson, Carl B.",Men,1,2,
1930,Army,"Nill, Joseph",Men,,,
1930,Navy,"Ortland, Jr., Henry",Men,6,2,
1930,Rutgers,"Reilly, James H. Sr.",Men,,,
1930,Northwestern,"Robinson, Tom H.",Men,,,
1930,Rochester,"Speegle, Roman L",Men,,,
1930,Wisconsin,"Steinauer, Joe C.",Men,2,3,
1930,Princeton,"Stepp, Howard",Men,6,2,
1930,Indiana,"Thompson, Paul",Men,4,5,
1930,Minnesota,"Thorpe, Neils",Men,5,4,0
1930,Washington & Lee,"Twombly, E. B.",Men,2,5,
1930,Harvard,"Ulen, Harold S.",Men,,,
1930,Nebraska,"Vogler, Rudolf",Men,4,2,
1930,Cornell,"Wyvell, Matt",Men,2,3,0
1930,Grinnell,,Men,,,
1930,MIT,,Men,,,
1930,Springfield,,Men,,,
1930,Tennessee,,Men,,,
1930,Virginia,,Men,4,2,0
1930,Texas A&M,,Men,2,0,
1930,Amherst,,Men,,,
1930,California,,Men,,,
1930,Johns Hopkins,,Men,,,
1930,Williams,,Men,,,
1930,Auburn,,Men,,,
1930,Hamline,,Men,,,
1930,Lehigh,,Men,,,
1930,Kansas,,Men,,,
1930,Iowa State,,Men,,,
1930,Kentucky,,Men,,,
1930,Case Western,,Men,,,
1930,Chicago,,Men,,,
1930,Cincinnati,,Men,,,
1930,DePauw,,Men,,,
1930,Duke,,Men,1,3,
1930,Washington,,Men,,,
1930,Stevens Institute,,Men,,,
1930,Swarthmore,,Men,,,
1930,Syracuse,,Men,,,
1930,Union (NY),,Men,,,
1930,WPI,,Men,,,
1930,Ohio State,,Men,,,
1930,Pittsburgh,,Men,,,
1930,Ohio Wesleyan,,Men,,,
1930,Penn,,Men,,,
1930,Missouri,,Men,,,
1930,Oklahoma,,Men,,,
1930,Oregon,,Men,,,
1930,Temple,,Women,,,
1930,City College of New York,,Men,,,
1930,District of Columbia,,Men,,,
1930,Girard College,,Men,,,
1931,Iowa,"Armbruster, David A.",Men,3,2,
1931,Brown,"Atherton, May",Women,,,
1931,Brown,"Barry, E. Leo",Men,,,
1931,Stanford,"Brandsten, Ernie",Men,6,0,
1931,Southern California,"Cady, Fred",Men,,,
1931,Tulane,"Damonte, Lowell",Men,,,
1931,Michigan State,"Daubert, Robert",Men,,,
1931,Georgia Tech,Eaton,Men,6,0,
1931,Florida,"Genovar, Frank",Men,1,1,
1931,Johns Hopkins,"Hambleton, R. Waldo",Men,3,5,
1931,Franklin & Marshall,"Hoar, R. J.",Men,,,
1931,Clemson,"Holtzendorff, P.B.",Men,0,3,
1931,Georgia,"Jones, C.W.",Men,3,2,
1931,Columbia,"Kennedy, Ed",Men,,,
1931,Yale,"Kiputh, Robert",Men,14,0,
1931,Purdue,"LaBree, L. W.",Men,,,
1931,Swarthmore,"Lanning, Elizabeth",Women,1,3,
1931,Illinois,"Manley, Edward",Men,,,
1931,Michigan,"Mann, Matt",Men,9,0,
1931,Wesleyan,"McCurdy, Hugh",Men,5,5,
1931,Bowdoin,"Miller, Robert B.",Men,2,5,
1931,Wooster,"Munson, Carl B.",Men,0,7,
1931,Army,"Nill, Joseph",Men,,,
1931,Indiana,No Coach,Men,,,
1931,Navy,"Ortland, Jr., Henry",Men,5,2,
1931,Ohio State,"Peppe, Mike",Men,3,2,
1931,Rutgers,"Reilly, James H. Sr.",Men,,,
1931,Northwestern,"Robinson, Tom H.",Men,,,
1931,Rochester,"Speegle, Roman L",Men,,,
1931,Wisconsin,"Steinauer, Joe C.",Men,0,3,
1931,Princeton,"Stepp, Howard",Men,7,2,
1931,Minnesota,"Thorpe, Neils",Men,5,2,0
1931,Washington & Lee,"Twombly, E. B.",Men,3,0,
1931,Harvard,"Ulen, Harold S.",Men,,,
1931,Nebraska,"Vogler, Rudolf",Men,2,2,
1931,Grinnell,,Men,,,
1931,MIT,,Men,,,
1931,Springfield,,Men,,,
1931,Tennessee,,Men,,,
1931,Virginia,,Men,5,1,0
1931,Texas A&M,,Men,2,1,
1931,Amherst,,Men,,,
1931,California,,Men,,,
1931,Williams,,Men,,,
1931,Auburn,,Men,,,
1931,Hamline,,Men,,,
1931,Lehigh,,Men,,,
1931,Kansas,,Men,,,
1931,Iowa State,,Men,,,
1931,Kentucky,,Men,,,
1931,Case Western,,Men,,,
1931,Cornell,,Men,1,6,0
1931,Chicago,,Men,,,
1931,Cincinnati,,Men,,,
1931,DePauw,,Men,,,
1931,Duke,,Men,0,2,
1931,Washington,,Men,,,
1931,Stevens Institute,,Men,,,
1931,Swarthmore,,Men,,,
1931,Syracuse,,Men,,,
1931,Union (NY),,Men,,,
1931,WPI,,Men,,,
1931,Pittsburgh,,Men,,,
1931,Ohio Wesleyan,,Men,,,
1931,Penn,,Men,,,
1931,Missouri,,Men,,,
1931,Oklahoma,,Men,,,
1931,Oregon,,Men,,,
1931,Temple,,Women,,,
1931,City College of New York,,Men,,,
1931,District of Columbia,,Men,,,
1931,Girard College,,Men,,,
1932,Iowa,"Armbruster, David A.",Men,1,1,
1932,Brown,"Atherton, May",Women,,,
1932,Brown,"Barry, E. Leo",Men,,,
1932,Stanford,"Brandsten, Ernie",Men,5,0,
1932,Southern California,"Cady, Fred",Men,,,
1932,Tulane,"Damonte, Lowell",Men,,,
1932,Michigan State,"Daubert, Robert",Men,,,
1932,Cornell,"Eggleston, Lester",Men,1,5,0
1932,Florida,"Genovar, Frank",Men,1,1,
1932,Johns Hopkins,"Hambleton, R. Waldo",Men,3,6,
1932,Franklin & Marshall,"Hoar, R. J.",Men,,,
1932,Georgia,"Jones, C.W.",Men,1,2,
1932,Columbia,"Kennedy, Ed",Men,,,
1932,Yale,"Kiputh, Robert",Men,11,0,
1932,UW-Milwaukee,"Kluge, Herman",Men,,,
1932,Purdue,"LaBree, L. W.",Men,,,
1931,Temple,"Leuchtner Howat, Betty Jane",Women,,,
1932,Illinois,"Manley, Edward",Men,,,
1932,Michigan,"Mann, Matt",Men,10,1,
1932,Wesleyan,"McCurdy, Hugh",Men,4,4,
1932,Bowdoin,"Miller, Robert B.",Men,2,6,
1932,Wooster,"Munson, Carl B.",Men,4,4,
1932,Army,"Nill, Joseph",Men,,,
1932,Navy,"Ortland, Jr., Henry",Men,6,1,
1932,Ohio State,"Peppe, Mike",Men,8,0,
1932,Duke,"Persons, Jack",Men,3,5,
1932,Cleveland State,"Peterson, larry",Men,1,4,
1932,Swarthmore,"Rath, Virginia ""Dinny""",Women,2,1,
1932,Rutgers,"Reilly, James H. Sr.",Men,,,
1932,Northwestern,"Robinson, Tom H.",Men,,,
1932,Indiana,"Royer, Robert",Men,0,4,
1932,Rochester,"Speegle, Roman L",Men,,,
1932,Wisconsin,"Steinauer, Joe C.",Men,0,1,
1932,Princeton,"Stepp, Howard",Men,7,1,
1932,Minnesota,"Thorpe, Neils",Men,4,2,0
1932,Georgia Tech,"Thrash, K. M.",Men,5,0,
1932,Washington & Lee,"Twombly, E. B.",Men,6,0,
1932,Harvard,"Ulen, Harold S.",Men,,,
1932,Nebraska,"Vogler, Rudolf",Men,2,2,
1932,Grinnell,,Men,,,
1932,MIT,,Men,,,
1932,Clemson,,Men,NO TEAM,,
1932,Springfield,,Men,,,
1932,Tennessee,,Men,,,
1932,Virginia,,Men,5,1,0
1932,Texas A&M,,Men,0,2,
1932,Amherst,,Men,,,
1932,Texas,,Men,,,
1932,California,,Men,,,
1932,Williams,,Men,,,
1932,Auburn,,Men,,,
1932,Hamline,,Men,,,
1932,Lehigh,,Men,,,
1932,Kansas,,Men,,,
1932,Iowa State,,Men,,,
1932,Kentucky,,Men,,,
1932,Case Western,,Men,,,
1932,Chicago,,Men,,,
1932,Cincinnati,,Men,,,
1932,DePauw,,Men,,,
1932,Washington,,Men,,,
1932,Stevens Institute,,Men,,,
1932,Swarthmore,,Men,,,
1932,Syracuse,,Men,,,
1932,Union (NY),,Men,,,
1932,WPI,,Men,,,
1932,Pittsburgh,,Men,,,
1932,Ohio Wesleyan,,Men,,,
1932,Penn,,Men,,,
1932,Missouri,,Men,,,
1932,Oklahoma,,Men,,,
1932,Oregon,,Men,,,
1932,Temple,,Women,,,
1932,City College of New York,,Men,,,
1932,Girard College,,Men,,,
1933,Iowa,"Armbruster, David A.",Men,3,3,
1933,Brown,"Barry, E. Leo",Men,,,
1933,Stanford,"Brandsten, Ernie",Men,4,0,
1933,Southern California,"Cady, Fred",Men,,,
1933,Springfield,"Cureton, T. K.",Men,,,
1933,Tulane,"Damonte, Lowell",Men,,,
1933,Michigan State,"Daubert, Robert",Men,,,
1933,Florida,"Genovar, Frank",Men,3,2,
1933,Johns Hopkins,"Hambleton, R. Waldo",Men,4,1,
1933,Franklin & Marshall,"Hoar, R. J.",Men,1,3,
1933,Clemson,"Holtzendorff, P.B.",Men,1,0,
1933,Georgia,"Jones, C.W.",Men,3,3,
1933,Columbia,"Kennedy, Ed",Men,,,
1933,Yale,"Kiputh, Robert",Men,14,0,
1933,UW-Milwaukee,"Kluge, Herman",Men,,,
1933,Purdue,"LaBree, L. W.",Men,,,
1932,Temple,"Leuchtner Howat, Betty Jane",Women,,,
1933,Illinois,"Manley, Edward",Men,,,
1933,Michigan,"Mann, Matt",Men,4,0,
1933,Brown,"McCoy, Ruth",Women,,,
1933,Wesleyan,"McCurdy, Hugh",Men,3,5,
1933,Bowdoin,"Miller, Robert B.",Men,1,7,
1933,Wooster,"Munson, Carl B.",Men,5,1,
1933,Army,"Nill, Joseph",Men,,,
1933,Navy,"Ortland, Jr., Henry",Men,4,2,
1933,Swarthmore,"Parrish, Henry L.",Men,1,3,
1933,Ohio State,"Peppe, Mike",Men,3,0,
1933,Duke,"Persons, Jack",Men,5,0,
1933,Swarthmore,"Rath, Virginia ""Dinny""",Women,1,3,
1933,Rutgers,"Reilly, James H. Sr.",Men,,,
1933,Northwestern,"Robinson, Tom H.",Men,,,
1933,Indiana,"Royer, Robert",Men,,,
1933,Rochester,"Speegle, Roman L",Men,,,
1933,Wisconsin,"Steinauer, Joe C.",Men,2,3,
1933,Princeton,"Stepp, Howard",Men,7,1,
1933,Cleveland State,"Tammi, Oliver",Men,3,3,
1933,Cornell,"Tarlow, Emmanuel",Men,0,5,0
1933,Minnesota,"Thorpe, Neils",Men,9,0,0
1933,Georgia Tech,"Thrash, K. M.",Men,6,0,
1933,Washington,"Torney, III, Jack",Men,,,
1933,Washington & Lee,"Twombly, E. B.",Men,3,1,
1933,Harvard,"Ulen, Harold S.",Men,,,
1933,Nebraska,"Vogler, Rudolf",Men,1,2,
1933,Grinnell,,Men,,,
1933,MIT,,Men,,,
1933,Tennessee,,Men,,,
1933,Virginia,,Men,3,3,0
1933,Texas A&M,,Men,2,1,
1933,Amherst,,Men,,,
1933,Texas,,Men,,,
1933,California,,Men,,,
1933,Williams,,Men,,,
1933,Auburn,,Men,,,
1933,Hamline,,Men,,,
1933,Lehigh,,Men,,,
1933,Kansas,,Men,,,
1933,Iowa State,,Men,,,
1933,Kentucky,,Men,,,
1933,Case Western,,Men,,,
1933,Chicago,,Men,,,
1933,Cincinnati,,Men,,,
1933,DePauw,,Men,,,
1933,Stevens Institute,,Men,,,
1933,Syracuse,,Men,,,
1933,Union (NY),,Men,,,
1933,WPI,,Men,,,
1933,Pittsburgh,,Men,,,
1933,Ohio Wesleyan,,Men,,,
1933,Penn,,Men,,,
1933,Missouri,,Men,,,
1933,NJIT,,Men,,,
1933,Oklahoma,,Men,,,
1933,Oregon,,Men,,,
1933,Temple,,Women,,,
1933,City College of New York,,Men,,,
1933,Girard College,,Men,,,
1934,Iowa,"Armbruster, David A.",Men,4,1,
1934,Brown,"Barry, E. Leo",Men,,,
1934,Stanford,"Brandsten, Ernie",Men,2,1,
1934,Southern California,"Cady, Fred",Men,,,
1934,Franklin & Marshall,"Chalmers, Gordon",Men,,,
1934,Springfield,"Cureton, T. K.",Men,,,
1934,Tulane,"Damonte, Lowell",Men,,,
1934,Michigan State,"Daubert, Robert",Men,,,
1934,Florida,"Genovar, Frank",Men,3,2,
1934,Johns Hopkins,"Hambleton, R. Waldo",Men,,,
1934,Clemson,"Holtzendorff, P.B.",Men,5,3,
1934,Georgia,"Jones, C.W.",Men,4,3,
1934,Columbia,"Kennedy, Ed",Men,,,
1934,Yale,"Kiputh, Robert",Men,14,0,
1934,UW-Milwaukee,"Kluge, Herman",Men,,,
1934,Purdue,"LaBree, L. W.",Men,,,
1933,Temple,"Leuchtner Howat, Betty Jane",Women,,,
1934,Illinois,"Manley, Edward",Men,,,
1934,Michigan,"Mann, Matt",Men,9,2,
1934,Brown,"McCoy, Ruth",Women,,,
1934,Wesleyan,"McCurdy, Hugh",Men,7,2,
1934,Bowdoin,"Miller, Robert B.",Men,6,5,
1934,NC State,"Moore, Joe E",Men,4,3,
1934,Wooster,"Munson, Carl B.",Men,4,2,
1934,Army,"Nill, Joseph",Men,,,
1934,Navy,"Ortland, Jr., Henry",Men,4,2,
1934,Swarthmore,"Parrish, Henry L.",Men,2,7,
1934,Ohio State,"Peppe, Mike",Men,5,2,
1934,Duke,"Persons, Jack",Men,3,1,
1934,Swarthmore,"Rath, Virginia ""Dinny""",Women,2,2,
1934,Rutgers,"Reilly, James H. Sr.",Men,,,
1934,Cleveland State,"Robertson, William",Men,0,4,2
1934,Northwestern,"Robinson, Tom H.",Men,,,
1934,Indiana,"Royer, Robert",Men,5,3,
1934,Virginia Tech,"Sherer, Philip C.",Men,4,0,
1934,Tennessee,"Slater, Burney",Men,1,3,
1934,Rochester,"Speegle, Roman L",Men,,,
1934,Wisconsin,"Steinauer, Joe C.",Men,3,5,
1934,Princeton,"Stepp, Howard",Men,5,3,
1934,Nebraska,"Sutherland, Kenneth",Men,4,2,
1934,Cornell,"Tarlow, Emmanuel",Men,1,4,0
1934,Minnesota,"Thorpe, Neils",Men,8,2,0
1934,Georgia Tech,"Thrash, K. M.",Men,7,0,
1934,Washington,"Torney, III, Jack",Men,,,
1934,Washington & Lee,"Twombly, E. B.",Men,2,1,
1934,Harvard,"Ulen, Harold S.",Men,,,
1934,Grinnell,,Men,,,
1934,MIT,,Men,,,
1934,Virginia,,Men,4,2,0
1934,Texas A&M,,Men,1,2,
1934,Amherst,,Men,,,
1934,Texas,,Men,,,
1934,California,,Men,,,
1934,Williams,,Men,,,
1934,Auburn,,Men,,,
1934,Hamline,,Men,,,
1934,Lehigh,,Men,,,
1934,Kansas,,Men,,,
1934,Iowa State,,Men,,,
1934,Kentucky,,Men,,,
1934,Butler,,Men,,,
1934,Case Western,,Men,,,
1934,Chicago,,Men,,,
1934,Cincinnati,,Men,,,
1934,DePauw,,Men,,,
1934,Stevens Institute,,Men,,,
1934,Syracuse,,Men,,,
1934,Union (NY),,Men,,,
1934,WPI,,Men,,,
1934,Pittsburgh,,Men,,,
1934,Ohio Wesleyan,,Men,,,
1934,Penn,,Men,,,
1934,Missouri,,Men,,,
1934,NJIT,,Men,,,
1934,Oklahoma,,Men,,,
1934,Oregon,,Men,,,
1934,Temple,,Women,,,
1934,Tusculum,,Men,,,
1934,City College of New York,,Men,,,
1934,Girard College,,Men,,,
1935,Iowa,"Armbruster, David A.",Men,4,1,
1935,Brown,"Barry, E. Leo",Men,,,
1935,Stanford,"Brandsten, Ernie",Men,3,1,
1935,Southern California,"Cady, Fred",Men,,,
1935,Franklin & Marshall,"Chalmers, Gordon",Men,,,
1935,Cleveland State,"Cholmondoley, Gordon",Men,6,4,
1935,Springfield,"Cureton, T. K.",Men,,,
1935,Tulane,"Damonte, Lowell",Men,,,
1935,Michigan State,"Daubert, Robert",Men,,,
1935,Florida,"Genovar, Frank",Men,8,0,
1935,Johns Hopkins,"Hambleton, R. Waldo",Men,,,
1935,Clemson,"Holtzendorff, P.B.",Men,6,2,
1935,Georgia,"Jones, C.W.",Men,1,6,
1935,Columbia,"Kennedy, Ed",Men,,,
1935,Yale,"Kiputh, Robert",Men,13,0,
1935,UW-Milwaukee,"Kluge, Herman",Men,,,
1935,Purdue,"LaBree, L. W.",Men,,,
1935,NC State,"Lefort, Romeo",Men,2,3,
1934,Temple,"Leuchtner Howat, Betty Jane",Women,,,
1935,Illinois,"Manley, Edward",Men,,,
1935,Michigan,"Mann, Matt",Men,9,0,1
1935,Brown,"McCoy, Ruth",Women,,,
1935,Wesleyan,"McCurdy, Hugh",Men,7,2,
1935,Bowdoin,"Miller, Robert B.",Men,3,3,
1935,Nebraska,"Minor, Jack B.",Men,2,1,
1935,Wooster,"Munson, Carl B.",Men,6,2,
1935,Army,"Nill, Joseph",Men,,,
1935,Navy,"Ortland, Jr., Henry",Men,5,1,
1935,Swarthmore,"Parrish, Henry L.",Men,3,3,
1935,Ohio State,"Peppe, Mike",Men,4,1,
1935,Duke,"Persons, Jack",Men,3,2,
1935,Swarthmore,"Rath, Virginia ""Dinny""",Women,2,2,
1935,Rutgers,"Reilly, James H. Sr.",Men,,,
1935,Northwestern,"Robinson, Tom H.",Men,,,
1935,Massachusetts,"Rogers, Jr., Joseph",Men,4,2,0
1935,Indiana,"Royer, Robert",Men,7,3,
1935,Virginia Tech,"Sherer, Philip C.",Men,2,3,
1935,Tennessee,"Slater, Burney",Men,3,1,
1935,Rochester,"Speegle, Roman L",Men,,,
1935,Wisconsin,"Steinauer, Joe C.",Men,3,5,
1935,Princeton,"Stepp, Howard",Men,7,2,
1935,Cornell,"Tarlow, Emmanuel",Men,1,5,0
1935,Minnesota,"Thorpe, Neils",Men,7,2,0
1935,Georgia Tech,"Thrash, K. M.",Men,6,1,
1935,Washington,"Torney, III, Jack",Men,,,
1935,Washington & Lee,"Twombly, E. B.",Men,3,0,
1935,Harvard,"Ulen, Harold S.",Men,,,
1935,Grinnell,,Men,,,
1935,MIT,,Men,,,
1935,Virginia,,Men,4,2,1
1935,Texas A&M,,Men,0,2,
1935,Amherst,,Men,,,
1935,Texas,,Men,,,
1935,California,,Men,,,
1935,Williams,,Men,,,
1935,Auburn,,Men,,,
1935,Hamline,,Men,,,
1935,Lehigh,,Men,,,
1935,Kansas,,Men,,,
1935,Iowa State,,Men,,,
1935,Kentucky,,Men,,,
1935,Butler,,Men,,,
